,Loan_Sanction_Amount_(USD)
4110,49089.08
4111,18993.72
4112,62414.75
4113,99875.22
4114,128816.64
4115,51597.97
4116,177429.81
4117,80375.86
4118,59045.5
4119,22289.71
4120,232490.05
4121,33697.0
4122,84270.11
4123,21974.78
4124,74057.92
4125,39052.4
4126,105941.38
4127,29677.3
4128,53239.51
4129,32713.19
4130,19172.3
4131,22914.15
4132,15913.12
4133,24280.54
4134,122955.51
4135,27157.47
4136,27640.07
4137,33902.77
4138,75342.55
4139,31455.22
4140,115505.82
4141,30879.58
4142,167441.02
4143,113244.58
4144,78288.77
4145,15673.65
4146,93785.38
4147,86712.17
4148,29365.19
4149,32165.16
4150,9134.66
4151,51336.23
4152,29709.82
4153,73187.37
4154,41523.83
4155,44101.66
4156,14833.45
4157,36708.41
4158,50664.5
4159,87274.36
4160,46515.69
4161,10130.28
4162,85330.91
4163,35511.4
4164,85266.23
4165,35576.16
4166,72027.02
4167,26175.37
4168,54105.17
4169,32123.89
4170,9849.19
4171,121543.54
4172,78504.61
4173,85578.08
4174,94253.81
4175,39288.42
4176,100069.57
4177,69680.3
4178,8010.44
4179,28275.14
4180,25883.22
4181,14420.47
4182,106929.77
4183,48694.17
4184,53023.84
4185,99617.64
4186,22268.71
4187,82049.26
4188,95750.44
4189,113543.14
4190,69261.21
4191,59585.99
4192,51677.09
4193,12722.44
4194,24468.28
4195,76768.64
4196,29389.26
4197,65386.79
4198,20879.52
4199,231183.37
4200,119467.74
4201,63072.04
4202,31633.14
4203,126312.8
4204,35577.48
4205,73758.7
4206,48044.08
4207,11661.14
4208,57101.34
4209,36748.85
4210,24551.36
4211,28685.92
4212,67417.28
4213,176260.66
4214,51736.06
4215,69896.85
4216,37939.08
4217,22600.3
4218,127809.87
4219,97280.61
4220,117604.7
4221,13354.13
4222,51439.62
4223,58770.12
4224,88152.53
4225,117862.07
4226,32791.04
4227,86399.06
4228,24066.37
4229,24536.4
4230,29366.3
4231,87614.19
4232,89381.26
4233,14999.42
4234,62152.84
4235,88261.79
4236,97578.96
4237,29465.07
4238,45417.1
4239,56812.87
4240,54272.95
4241,67614.76
4242,23997.05
4243,62600.59
4244,70453.3
4245,15464.71
4246,56729.86
4247,75207.61
4248,172647.85
4249,71087.43
4250,110406.25
4251,144806.21
4252,51667.52
4253,119935.22
4254,63454.82
4255,131224.26
4256,121097.19
4257,170469.93
4258,129960.18
4259,38039.29
4260,59724.9
4261,104624.43
4262,113889.99
4263,46686.2
4264,66144.83
4265,32361.19
4266,29002.51
4267,25327.2
4268,46320.65
4269,26382.7
4270,103250.8
4271,85957.21
4272,82812.72
4273,38848.16
4274,86939.09
4275,43198.88
4276,45154.17
4277,95821.2
4278,93137.86
4279,37553.73
4280,80303.65
4281,97642.14
4282,37339.34
4283,28528.52
4284,63487.96
4285,9366.79
4286,224926.91
4287,44045.64
4288,30152.41
4289,25900.68
4290,136380.01
4291,50004.58
4292,45646.31
4293,8801.12
4294,28301.57
4295,25398.45
4296,40456.08
4297,35784.72
4298,58822.88
4299,103684.08
4300,35068.54
4301,40903.02
4302,113895.98
4303,122886.11
4304,57862.41
4305,69919.25
4306,85719.55
4307,19825.25
4308,29249.98
4309,39116.85
4310,155405.68
4311,22502.85
4312,67871.06
4313,35624.37
4314,74723.74
4315,205020.93
4316,25655.06
4317,71877.22
4318,183682.7
4319,125461.57
4320,29313.31
4321,20283.28
4322,125191.56
4323,59507.61
4324,141303.79
4325,26333.24
4326,175751.84
4327,53962.71
4328,65381.3
4329,120568.43
4330,19428.96
4331,34093.28
4332,43008.69
4333,46597.14
4334,106786.31
4335,74071.09
4336,103859.22
4337,26490.61
4338,113272.07
4339,55149.22
4340,64438.81
4341,93008.82
4342,114561.75
4343,25962.31
4344,110136.61
4345,84843.9
4346,80273.47
4347,83846.45
4348,28701.47
4349,53260.84
4350,44765.74
4351,38053.06
4352,39041.23
4353,97196.1
4354,77866.64
4355,112046.91
4356,39151.38
4357,138853.85
4358,16444.32
4359,45665.79
4360,17353.06
4361,76329.48
4362,14258.55
4363,50057.61
4364,98356.73
4365,47522.55
4366,43274.56
4367,165107.46
4368,60592.64
4369,38154.52
4370,152311.69
4371,89893.2
4372,53525.51
4373,54591.05
4374,24878.44
4375,80874.44
4376,35858.94
4377,120323.95
4378,23034.15
4379,104332.13
4380,76728.62
4381,52127.07
4382,105862.72
4383,117635.24
4384,54931.01
4385,31666.14
4386,36187.74
4387,109404.85
4388,73215.52
4389,9831.37
4390,82580.3
4391,41313.38
4392,96055.6
4393,38699.28
4394,18255.13
4395,97418.71
4396,51515.26
4397,20777.77
4398,26645.93
4399,38144.28
4400,10352.59
4401,47448.34
4402,42691.84
4403,80170.08
4404,134442.89
4405,165973.92
4406,24391.92
4407,9275.55
4408,33704.08
4409,132167.4
4410,9653.08
4411,52724.71
4412,79627.22
4413,85084.65
4414,81059.26
4415,148524.14
4416,16132.14
4417,53041.92
4418,41722.3
4419,16377.61
4420,32155.7
4421,72106.43
4422,26260.8
4423,80724.83
4424,138077.81
4425,56846.28
4426,20160.82
4427,42416.56
4428,26653.93
4429,120623.99
4430,81579.87
4431,33360.43
4432,147613.1
4433,57138.19
4434,77462.52
4435,24522.52
4436,165084.15
4437,42067.25
4438,59164.68
4439,21275.54
4440,128445.1
4441,51218.82
4442,48696.91
4443,84237.08
4444,53871.06
4445,84474.89
4446,77881.82
4447,94195.01
4448,10367.88
4449,52173.53
4450,91283.17
4451,84638.24
4452,71123.32
4453,155146.8
4454,87562.88
4455,133563.53
4456,68595.18
4457,54413.92
4458,26755.44
4459,61190.22
4460,42070.74
4461,95511.23
4462,79445.51
4463,35476.65
4464,142093.34
4465,81890.29
4466,25390.33
4467,18365.16
4468,37779.47
4469,145832.11
4470,17973.57
4471,33478.84
4472,24575.69
4473,25100.99
4474,42251.77
4475,126558.33
4476,43267.32
4477,52489.23
4478,96155.61
4479,108548.84
4480,167794.99
4481,59151.36
4482,81742.81
4483,152989.12
4484,156098.78
4485,74354.98
4486,99237.86
4487,125712.4
4488,21895.9
4489,39928.22
4490,43877.28
4491,83166.93
4492,79288.73
4493,37198.08
4494,80271.57
4495,46229.32
4496,166760.8
4497,45569.95
4498,50138.26
4499,18794.31
4500,55191.66
4501,31985.6
4502,80561.85
4503,113970.49
4504,129431.51
4505,48015.48
4506,36019.7
4507,31621.09
4508,54590.43
4509,75022.8
4510,92878.35
4511,51139.92
4512,97824.17
4513,15282.36
4514,24137.83
4515,24496.97
4516,30169.67
4517,49925.5
4518,60480.99
4519,33212.94
4520,75949.77
4521,24327.2
4522,118928.78
4523,21907.71
4524,39384.04
4525,31975.73
4526,28301.78
4527,88716.59
4528,28806.76
4529,119597.07
4530,35248.39
4531,63952.74
4532,70532.15
4533,80596.84
4534,68494.15
4535,186284.37
4536,96503.2
4537,139425.74
4538,78364.95
4539,23981.99
4540,89561.24
4541,34396.99
4542,40177.11
4543,58446.7
4544,88664.48
4545,28029.24
4546,27668.2
4547,221346.87
4548,12252.47
4549,30843.1
4550,90201.71
4551,100501.37
4552,79960.66
4553,64919.7
4554,47198.26
4555,21646.09
4556,62367.38
4557,35681.35
4558,65280.33
4559,47301.0
4560,28589.3
4561,97268.04
4562,110744.68
4563,218799.55
4564,23553.61
4565,67188.92
4566,71010.23
4567,60837.93
4568,14213.43
4569,18220.98
4570,17861.79
4571,33066.19
4572,23092.54
4573,129337.53
4574,39820.48
4575,51773.9
4576,55230.09
4577,61012.8
4578,31783.98
4579,44325.99
4580,116966.15
4581,104108.58
4582,13736.01
4583,17016.45
4584,26808.23
4585,6270.15
4586,46587.01
4587,194380.06
4588,25607.0
4589,50719.6
4590,15511.67
4591,52225.26
4592,25256.36
4593,20551.34
4594,250913.24
4595,36365.86
4596,75124.57
4597,31757.31
4598,26950.64
4599,7536.9
4600,29490.06
4601,104292.78
4602,158790.47
4603,28106.2
4604,117088.42
4605,28996.94
4606,109524.29
4607,44373.74
4608,19993.21
4609,47662.8
4610,105544.44
4611,131268.73
4612,125815.91
4613,88477.89
4614,206848.46
4615,71403.1
4616,33726.89
4617,25742.5
4618,34365.68
4619,18062.6
4620,71918.58
4621,103721.67
4622,104135.9
4623,33650.89
4624,24693.58
4625,68257.21
4626,38760.88
4627,72119.27
4628,22669.3
4629,70173.61
4630,34025.1
4631,52453.66
4632,17524.33
4633,53506.91
4634,54582.03
4635,83383.6
4636,32327.62
4637,48490.18
4638,123158.72
4639,32855.05
4640,22197.96
4641,54319.3
4642,104129.16
4643,43461.47
4644,17116.69
4645,74057.73
4646,48839.31
4647,159257.38
4648,50284.69
4649,116186.03
4650,34482.4
4651,23128.52
4652,187299.89
4653,22256.64
4654,69121.0
4655,51062.07
4656,78521.07
4657,19288.04
4658,47287.27
4659,20520.9
4660,28074.92
4661,172430.42
4662,18190.66
4663,49237.54
4664,103620.5
4665,39080.5
4666,76622.44
4667,57544.16
4668,99410.12
4669,6554.13
4670,98591.46
4671,87580.87
4672,42012.51
4673,17660.9
4674,42515.35
4675,120269.13
4676,67456.03
4677,126256.78
4678,132731.96
4679,122997.41
4680,33266.69
4681,89020.36
4682,109132.18
4683,102466.5
4684,79218.84
4685,31058.34
4686,65882.83
4687,118954.56
4688,131240.63
4689,48030.14
4690,51186.21
4691,85750.66
4692,60019.22
4693,204882.05
4694,12170.87
4695,20403.75
4696,19789.5
4697,27046.49
4698,21938.8
4699,115149.99
4700,138058.42
4701,16547.21
4702,30810.14
4703,56504.02
4704,33772.71
4705,38121.4
4706,40765.8
4707,81195.68
4708,21114.04
4709,55494.77
4710,58343.22
4711,51859.76
4712,55030.55
4713,14166.75
4714,56066.5
4715,49161.56
4716,20124.74
4717,28416.16
4718,13780.16
4719,14884.12
4720,82516.08
4721,79049.15
4722,87799.37
4723,90890.14
4724,43075.62
4725,30913.54
4726,23916.84
4727,12035.98
4728,71176.15
4729,174116.79
4730,14255.0
4731,32920.99
4732,39768.93
4733,48974.17
4734,76906.94
4735,23441.16
4736,80213.6
4737,23166.46
4738,91505.6
4739,99470.99
4740,18069.81
4741,87652.33
4742,42900.35
4743,124758.55
4744,67069.88
4745,17532.78
4746,50049.62
4747,71441.49
4748,29829.44
4749,76850.7
4750,54693.87
4751,49361.12
4752,77645.38
4753,54487.41
4754,24868.71
4755,87158.92
4756,146638.56
4757,22927.38
4758,58621.38
4759,34476.08
4760,58541.24
4761,87700.87
4762,50957.43
4763,108558.43
4764,96676.66
4765,72350.43
4766,105891.88
4767,22469.45
4768,165572.37
4769,115534.13
4770,46485.92
4771,50385.22
4772,61939.72
4773,22712.4
4774,113048.57
4775,99620.75
4776,31178.23
4777,49551.7
4778,24808.48
4779,16451.89
4780,39488.64
4781,14959.44
4782,86180.07
4783,36232.53
4784,50372.05
4785,16586.12
4786,239972.31
4787,31355.6
4788,66264.82
4789,135991.88
4790,14600.16
4791,61235.04
4792,74905.82
4793,80162.68
4794,27150.55
4795,10153.3
4796,18704.01
4797,98793.36
4798,48171.9
4799,63662.5
4800,85981.87
4801,102686.54
4802,26887.12
4803,32971.61
4804,98080.86
4805,102564.56
4806,112133.85
4807,52280.33
4808,59269.4
4809,62109.04
4810,67574.78
4811,48983.44
4812,101740.24
4813,62601.46
4814,55020.1
4815,59550.21
4816,42851.23
4817,15511.84
4818,35034.73
4819,54777.85
4820,112823.25
4821,29838.02
4822,85687.09
4823,20111.42
4824,120805.33
4825,43813.69
4826,82737.75
4827,49149.31
4828,39578.81
4829,23151.02
4830,24704.92
4831,101260.12
4832,136689.66
4833,103553.34
4834,74442.75
4835,16515.8
4836,14308.87
4837,190341.05
4838,122222.32
4839,28917.3
4840,55961.28
4841,68672.23
4842,59317.85
4843,25704.72
4844,23007.05
4845,34620.05
4846,84490.04
4847,95226.58
4848,27685.78
4849,133258.08
4850,52985.39
4851,32061.62
4852,73866.48
4853,56817.41
4854,104129.69
4855,90976.5
4856,140937.36
4857,28890.74
4858,35247.33
4859,74508.4
4860,55724.34
4861,19590.76
4862,27506.69
4863,102637.79
4864,128953.98
4865,70296.19
4866,18589.45
4867,115527.03
4868,31861.89
4869,25964.96
4870,135670.07
4871,79709.9
4872,55846.81
4873,13940.36
4874,57867.26
4875,66211.56
4876,28179.03
4877,23269.16
4878,43277.3
4879,123154.26
4880,101124.62
4881,113513.45
4882,27777.3
4883,28348.45
4884,78055.63
4885,197726.8
4886,78501.93
4887,28824.83
4888,30324.04
4889,192500.94
4890,82332.8
4891,40128.77
4892,110564.69
4893,30188.18
4894,99092.81
4895,91545.95
4896,41488.34
4897,22382.57
4898,11681.8
4899,92586.49
4900,109163.37
4901,28207.4
4902,107452.95
4903,64429.95
4904,7627.98
4905,59829.93
4906,180142.05
4907,35407.14
4908,34849.82
4909,18369.37
4910,54908.14
4911,115020.31
4912,50934.82
4913,155554.06
4914,100233.03
4915,33481.16
4916,84648.84
4917,57054.12
4918,63848.83
4919,21362.69
4920,29395.86
4921,28776.72
4922,76516.8
4923,83236.95
4924,38423.54
4925,274277.23
4926,56835.11
4927,30338.57
4928,111749.38
4929,96532.25
4930,121731.41
4931,139906.48
4932,50012.95
4933,79472.08
4934,67860.73
4935,17409.88
4936,40794.39
4937,156981.34
4938,91198.17
4939,104189.5
4940,104823.98
4941,115101.38
4942,51086.25
4943,18109.64
4944,29724.17
4945,93469.81
4946,29002.34
4947,76008.62
4948,24478.97
4949,50471.46
4950,47950.36
4951,57301.7
4952,26221.45
4953,75480.39
4954,50414.87
4955,74189.4
4956,112687.0
4957,56374.06
4958,152852.02
4959,47787.66
4960,69423.7
4961,102495.36
4962,46164.92
4963,25277.92
4964,94739.43
4965,38320.34
4966,55099.55
4967,51960.38
4968,161252.82
4969,121584.15
4970,41367.04
4971,220208.74
4972,39097.92
4973,139086.37
4974,32768.23
4975,15940.89
4976,18141.45
4977,171244.01
4978,19799.6
4979,64415.6
4980,47737.05
4981,44686.54
4982,95916.33
4983,15415.98
4984,71152.77
4985,29078.08
4986,105702.62
4987,15929.91
4988,168370.78
4989,74900.83
4990,81139.77
4991,34330.53
4992,30858.98
4993,62577.94
4994,64664.98
4995,21402.59
4996,39707.58
4997,18945.08
4998,44422.46
4999,91181.36
5000,32171.37
5001,33353.98
5002,106019.75
5003,28766.98
5004,57042.59
5005,69212.82
5006,108984.52
5007,81006.71
5008,130213.31
5009,25796.44
5010,70171.3
5011,130451.06
5012,16912.34
5013,74045.81
5014,72728.43
5015,138994.13
5016,21405.92
5017,137547.61
5018,177845.64
5019,49716.94
5020,73034.64
5021,132782.31
5022,225562.51
5023,86582.63
5024,139885.72
5025,32080.74
5026,17356.2
5027,45937.02
5028,81738.97
5029,51518.79
5030,82947.19
5031,119236.17
5032,18153.64
5033,77063.13
5034,30778.52
5035,66072.18
5036,26344.86
5037,54864.02
5038,91918.65
5039,86473.17
5040,49196.76
5041,25242.95
5042,50009.44
5043,18079.54
5044,82119.09
5045,86368.98
5046,24849.87
5047,29702.85
5048,59931.82
5049,77260.35
5050,102389.52
5051,145052.67
5052,28966.64
5053,125622.99
5054,24087.69
5055,15270.22
5056,26955.33
5057,46255.15
5058,22103.34
5059,13220.09
5060,25747.84
5061,29148.05
5062,28008.92
5063,32899.95
5064,27405.57
5065,76697.59
5066,67781.47
5067,14988.83
5068,47336.58
5069,37380.82
5070,30283.52
5071,15289.1
5072,24070.75
5073,130857.24
5074,50778.1
5075,24584.85
5076,60028.46
5077,25353.85
5078,80768.43
5079,50498.1
5080,60262.58
5081,55618.61
5082,41479.48
5083,160394.58
5084,42387.34
5085,29035.45
5086,35910.88
5087,119261.48
5088,24560.99
5089,63428.52
5090,48946.18
5091,43598.93
5092,30378.97
5093,119791.5
5094,27229.06
5095,107984.58
5096,131287.28
5097,88486.22
5098,47382.27
5099,151120.74
5100,49011.91
5101,59174.21
5102,46302.06
5103,12597.48
5104,23371.71
5105,64422.88
5106,43152.49
5107,15357.76
5108,157198.94
5109,114769.16
5110,36365.05
5111,61969.98
5112,21423.4
5113,49737.17
5114,76558.67
5115,60442.22
5116,105244.35
5117,30519.2
5118,21085.54
5119,81585.56
5120,61623.34
5121,52343.84
5122,30614.1
5123,130382.7
5124,32667.2
5125,45947.86
5126,32996.22
5127,115026.28
5128,92868.02
5129,38394.31
5130,69836.48
5131,154515.34
5132,107187.14
5133,205910.42
5134,79147.5
5135,43857.49
5136,43208.63
5137,97301.24
5138,38388.84
5139,27276.72
5140,59416.03
5141,85094.71
5142,68769.21
5143,108047.5
5144,53667.02
5145,116857.08
5146,45168.8
5147,235160.45
5148,127656.28
5149,115282.96
5150,14999.07
5151,46099.94
5152,35113.81
5153,16886.66
5154,26909.32
5155,66209.64
5156,136120.33
5157,58843.29
5158,34525.12
5159,66679.49
5160,99863.14
5161,67165.46
5162,17888.84
5163,53734.66
5164,17151.62
5165,17438.57
5166,29893.09
5167,116825.05
5168,136732.36
5169,118109.84
5170,19769.54
5171,141278.4
5172,73819.81
5173,149795.31
5174,27399.83
5175,58204.32
5176,37401.78
5177,96983.16
5178,143422.39
5179,16175.21
5180,40471.72
5181,31572.11
5182,41321.01
5183,9112.61
5184,70526.08
5185,10099.01
5186,48295.47
5187,19244.5
5188,12106.65
5189,40133.02
5190,31379.32
5191,165885.86
5192,62800.45
5193,22974.19
5194,26788.69
5195,103618.34
5196,74187.59
5197,59594.24
5198,42783.29
5199,56979.25
5200,28927.59
5201,26293.14
5202,81871.6
5203,63874.02
5204,133280.22
5205,42235.56
5206,53607.78
5207,28731.0
5208,24687.7
5209,122037.32
5210,170894.11
5211,107724.29
5212,36236.52
5213,155592.98
5214,82303.29
5215,100261.74
5216,34019.4
5217,22292.58
5218,45222.81
5219,29453.25
5220,93916.54
5221,24591.5
5222,59877.01
5223,65125.05
5224,160316.7
5225,78889.74
5226,34498.27
5227,82079.42
5228,92252.91
5229,61841.05
5230,77977.39
5231,53888.16
5232,49654.44
5233,31049.48
5234,69350.66
5235,47309.19
5236,46204.53
5237,89843.12
5238,81597.23
5239,45442.89
5240,127762.08
5241,22999.3
5242,32930.0
5243,54466.67
5244,9118.4
5245,57194.02
5246,27141.15
5247,93489.44
5248,54047.36
5249,33997.48
5250,193769.26
5251,41955.41
5252,73097.16
5253,61564.8
5254,26686.86
5255,100876.4
5256,82514.75
5257,130367.28
5258,106844.64
5259,108130.67
5260,77823.32
5261,49975.39
5262,123782.86
5263,90872.89
5264,128399.56
5265,47352.35
5266,32284.95
5267,78256.5
5268,46832.72
5269,56743.73
5270,94920.15
5271,27877.77
5272,119360.36
5273,14772.96
5274,111014.37
5275,37110.28
5276,115208.11
5277,22027.12
5278,30147.0
5279,65989.84
5280,63457.18
5281,98589.32
5282,28236.36
5283,38366.01
5284,21498.65
5285,30885.44
5286,125646.98
5287,14800.3
5288,163658.09
5289,47355.94
5290,141480.66
5291,225112.08
5292,43965.52
5293,52179.4
5294,24748.66
5295,117343.09
5296,85471.41
5297,21479.3
5298,17589.87
5299,35385.53
5300,168769.97
5301,51347.94
5302,12091.75
5303,31709.7
5304,26844.87
5305,73103.72
5306,76993.14
5307,54307.92
5308,124479.1
5309,32046.88
5310,88587.04
5311,58220.12
5312,113193.43
5313,26997.96
5314,54970.42
5315,55100.81
5316,53840.27
5317,22050.88
5318,17207.72
5319,40502.86
5320,31253.82
5321,54434.2
5322,118983.46
5323,18207.38
5324,78033.32
5325,41620.96
5326,51249.8
5327,130574.39
5328,47713.0
5329,56732.14
5330,61977.17
5331,82597.63
5332,124555.29
5333,45997.92
5334,108082.24
5335,61464.16
5336,38637.98
5337,72881.04
5338,61227.73
5339,75704.62
5340,53160.0
5341,59056.77
5342,62005.86
5343,73926.8
5344,59695.5
5345,44759.89
5346,27708.26
5347,52791.57
5348,52217.24
5349,146553.96
5350,173504.27
5351,68106.54
5352,96830.83
5353,65791.08
5354,16949.48
5355,38724.85
5356,199273.13
5357,75238.19
5358,64754.51
5359,50479.94
5360,23905.35
5361,149544.06
5362,35377.59
5363,30661.27
5364,90970.64
5365,152404.64
5366,48337.39
5367,103735.06
5368,49182.93
5369,33188.68
5370,151748.9
5371,58465.67
5372,69797.7
5373,60146.16
5374,23037.01
5375,100526.75
5376,89858.21
5377,134523.66
5378,36183.41
5379,10739.95
5380,57827.12
5381,64218.77
5382,77201.17
5383,166016.57
5384,105788.44
5385,114685.28
5386,26194.38
5387,16718.18
5388,89468.13
5389,135604.04
5390,28751.73
5391,82905.84
5392,28168.16
5393,103407.5
5394,73902.37
5395,18019.1
5396,43497.54
5397,65110.75
5398,73024.18
5399,94995.41
5400,115636.9
5401,48610.65
5402,31518.48
5403,13363.69
5404,28314.14
5405,168678.59
5406,66199.21
5407,18936.12
5408,58689.4
5409,107571.8
5410,77288.38
5411,29515.21
5412,142802.01
5413,39530.43
5414,166911.15
5415,27807.34
5416,127502.84
5417,31987.53
5418,30843.8
5419,13333.39
5420,55158.14
5421,61282.31
5422,43794.77
5423,109491.75
5424,103118.54
5425,59028.84
5426,15505.78
5427,40113.89
5428,7101.98
5429,36818.46
5430,89464.91
5431,66286.5
5432,42267.04
5433,23649.68
5434,86710.21
5435,6711.26
5436,80461.15
5437,90984.45
5438,24032.83
5439,94935.96
5440,84591.08
5441,40673.71
5442,29756.98
5443,9292.5
5444,41520.21
5445,131543.64
5446,30362.69
5447,32782.48
5448,62945.65
5449,42668.7
5450,91836.13
5451,57035.1
5452,31349.05
5453,30743.08
5454,97831.29
5455,22754.06
5456,47072.44
5457,88483.5
5458,43646.53
5459,129930.22
5460,128574.01
5461,47633.84
5462,37525.64
5463,97880.7
5464,27939.23
5465,79644.35
5466,64378.14
5467,78968.27
5468,149973.65
5469,77008.31
5470,51953.75
5471,68442.84
5472,206089.92
5473,161334.78
5474,49029.96
5475,54764.32
5476,54016.67
5477,25043.95
5478,13610.38
5479,115143.65
5480,30476.53
5481,32934.27
5482,86661.68
5483,71328.38
5484,60936.87
5485,104230.94
5486,19567.64
5487,45695.27
5488,17840.59
5489,56571.05
5490,21507.22
5491,11546.24
5492,65205.47
5493,83685.99
5494,51319.0
5495,92178.26
5496,68663.91
5497,32048.43
5498,60614.56
5499,67907.46
5500,187561.5
5501,100496.49
5502,96768.32
5503,50399.14
5504,84240.19
5505,63211.29
5506,30041.34
5507,173110.17
5508,29416.24
5509,32259.4
5510,51594.75
5511,149877.62
5512,153535.97
5513,38641.97
5514,29244.32
5515,39258.56
5516,41483.76
5517,84920.28
5518,25849.68
5519,48198.22
5520,21279.34
5521,39784.08
5522,25913.09
5523,48531.64
5524,126353.53
5525,56275.62
5526,30072.69
5527,27416.7
5528,25243.2
5529,95833.2
5530,141248.89
5531,55177.65
5532,47635.18
5533,50132.31
5534,104050.11
5535,17096.23
5536,29380.83
5537,28737.26
5538,123997.8
5539,75851.26
5540,45377.53
5541,92828.78
5542,97417.61
5543,119397.57
5544,66691.23
5545,28926.02
5546,28937.45
5547,54125.47
5548,34255.68
5549,81558.16
5550,52077.4
5551,23701.58
5552,10504.51
5553,58636.08
5554,93539.94
5555,30305.85
5556,83016.17
5557,112614.31
5558,45794.1
5559,16290.12
5560,33043.29
5561,75628.54
5562,13959.75
5563,85412.33
5564,71724.86
5565,23756.65
5566,50301.62
5567,85289.83
5568,25299.3
5569,107477.86
5570,16418.33
5571,92842.33
5572,90453.38
5573,52098.98
5574,57342.75
5575,18304.38
5576,113609.99
5577,89534.45
5578,61194.98
5579,171608.27
5580,115282.16
5581,109913.25
5582,22876.81
5583,53988.12
5584,26030.82
5585,35543.95
5586,43559.04
5587,79182.46
5588,26184.43
5589,36323.27
5590,24697.86
5591,131816.37
5592,137040.16
5593,26807.03
5594,107027.24
5595,145701.86
5596,87490.0
5597,53913.5
5598,112940.38
5599,44083.74
5600,100057.41
5601,84587.93
5602,78384.1
5603,67478.43
5604,55597.38
5605,76283.35
5606,36671.03
5607,174515.98
5608,162506.39
5609,185689.04
5610,20868.58
5611,133284.03
5612,126377.2
5613,32237.22
5614,63482.79
5615,56271.44
5616,28822.83
5617,49395.22
5618,9965.8
5619,47119.34
5620,46297.46
5621,58077.69
5622,91880.5
5623,68805.3
5624,9772.08
5625,71392.8
5626,20843.22
5627,17657.76
5628,22681.35
5629,27677.3
5630,66971.13
5631,32349.4
5632,168383.55
5633,17358.91
5634,53530.11
5635,19049.3
5636,48320.14
5637,42468.64
5638,29861.21
5639,15509.45
5640,31996.53
5641,17775.94
5642,34672.51
5643,82787.25
5644,35182.01
5645,28015.08
5646,50332.16
5647,15211.19
5648,174164.18
5649,107529.16
5650,12044.37
5651,106849.18
5652,97601.68
5653,27858.11
5654,22732.7
5655,15479.46
5656,192603.54
5657,27067.87
5658,47219.55
5659,26574.04
5660,35366.49
5661,44282.7
5662,28593.28
5663,44934.96
5664,69093.39
5665,27166.74
5666,151595.06
5667,86455.27
5668,26007.43
5669,50338.36
5670,26083.36
5671,92978.06
5672,109349.6
5673,153214.49
5674,78046.67
5675,142445.86
5676,35154.84
5677,93166.42
5678,42717.3
5679,51719.87
5680,22146.63
5681,24066.19
5682,31495.94
5683,185070.75
5684,79290.42
5685,116858.04
5686,68655.93
5687,157178.42
5688,24006.64
5689,54902.16
5690,43797.79
5691,47294.53
5692,67313.89
5693,95177.19
5694,61552.16
5695,113736.15
5696,88398.11
5697,21813.38
5698,45489.98
5699,98071.3
5700,9083.21
5701,77314.79
5702,108271.86
5703,69232.65
5704,51977.27
5705,89880.62
5706,121141.12
5707,55758.17
5708,209224.33
5709,16585.31
5710,50169.66
5711,85463.57
5712,12579.76
5713,71198.2
5714,17397.17
5715,139301.99
5716,77918.4
5717,31820.42
5718,78568.85
5719,27935.75
5720,22318.72
5721,51423.13
5722,51703.61
5723,52288.24
5724,27350.18
5725,45831.32
5726,21435.15
5727,113275.51
5728,36541.54
5729,82948.91
5730,23816.14
5731,22707.61
5732,12647.6
5733,133858.06
5734,79366.08
5735,25139.24
5736,121171.03
5737,148799.92
5738,111245.82
5739,34974.88
5740,34312.47
5741,43150.33
5742,87692.0
5743,43445.68
5744,59067.96
5745,80687.51
5746,44710.78
5747,58577.82
5748,20026.34
5749,48397.71
5750,121913.15
5751,122491.87
5752,95394.49
5753,71957.21
5754,126804.03
5755,75451.3
5756,108891.36
5757,31191.78
5758,18182.14
5759,90049.93
5760,108417.22
5761,51718.77
5762,69819.73
5763,46532.92
5764,104219.28
5765,61185.01
5766,26764.0
5767,27009.08
5768,26246.56
5769,53479.78
5770,79384.98
5771,24844.08
5772,58265.24
5773,148376.98
5774,37023.21
5775,62706.5
5776,136911.22
5777,104396.08
5778,83493.78
5779,57856.41
5780,95274.25
5781,87156.22
5782,60462.69
5783,12624.26
5784,79368.56
5785,261793.48
5786,56502.84
5787,18987.54
5788,115991.41
5789,98558.1
5790,51732.7
5791,112075.3
5792,50074.98
5793,69568.35
5794,68157.94
5795,76580.43
5796,57371.72
5797,52783.15
5798,50657.08
5799,67832.53
5800,52150.76
5801,73517.96
5802,36720.66
5803,109072.53
5804,61508.53
5805,15200.02
5806,45933.68
5807,23986.89
5808,202356.39
5809,9431.56
5810,15689.5
5811,87172.9
5812,85997.27
5813,51807.13
5814,25420.28
5815,64129.42
5816,68225.26
5817,48823.37
5818,29377.89
5819,24678.05
5820,226442.06
5821,10682.56
5822,52706.5
5823,32176.18
5824,39059.91
5825,117912.46
5826,74605.5
5827,39995.72
5828,170797.81
5829,54815.54
5830,136378.4
5831,112686.95
5832,43112.04
5833,42838.32
5834,10013.12
5835,124967.31
5836,34366.19
5837,38501.81
5838,15542.52
5839,111527.93
5840,160152.13
5841,15975.26
5842,22915.66
5843,71753.87
5844,35697.23
5845,80716.16
5846,69519.02
5847,41473.3
5848,100416.03
5849,26126.0
5850,23425.03
5851,93429.5
5852,29728.54
5853,26365.34
5854,155047.25
5855,40139.94
5856,21078.74
