,Loan_Sanction_Amount_(USD)
1870,19758.29
1871,50636.39
1872,44628.23
1873,95094.93
1874,76673.82
1875,84231.73
1876,27799.88
1877,63609.98
1878,51205.4
1879,52716.3
1880,31063.02
1881,22401.93
1882,161797.8
1883,60801.16
1884,25501.53
1885,58294.34
1886,139750.03
1887,88687.16
1888,113248.24
1889,50294.91
1890,111673.5
1891,79436.95
1892,49181.0
1893,37292.2
1894,28560.43
1895,209440.54
1896,94240.86
1897,99701.27
1898,29705.66
1899,60856.07
1900,116492.06
1901,51673.27
1902,61698.29
1903,31621.68
1904,13246.66
1905,25071.79
1906,13524.06
1907,106027.57
1908,201610.1
1909,81596.33
1910,73468.13
1911,143224.51
1912,105888.38
1913,26803.67
1914,29499.03
1915,84632.98
1916,43654.87
1917,23780.86
1918,68320.24
1919,77208.47
1920,27893.7
1921,90538.47
1922,195403.82
1923,62580.49
1924,28178.22
1925,79551.22
1926,51351.73
1927,47960.2
1928,5468.64
1929,125918.1
1930,18993.72
1931,99875.22
1932,51597.97
1933,59045.5
1934,122507.88
1935,22289.71
1936,232490.05
1937,39052.4
1938,53239.51
1939,32713.19
1940,22914.15
1941,15913.12
1942,122955.51
1943,27157.47
1944,31455.22
1945,115505.82
1946,86712.17
1947,15205.87
1948,29365.19
1949,32165.16
1950,73187.37
1951,41523.83
1952,44101.66
1953,46515.69
1954,10130.28
1955,85330.91
1956,85266.23
1957,35576.16
1958,72027.02
1959,32123.89
1960,121543.54
1961,94253.81
1962,39288.42
1963,100069.57
1964,8010.44
1965,28275.14
1966,25883.22
1967,14420.47
1968,106929.77
1969,53023.84
1970,99617.64
1971,22268.71
1972,14072.52
1973,95750.44
1974,59585.99
1975,51677.09
1976,12722.44
1977,76768.64
1978,20879.52
1979,231183.37
1980,126312.8
1981,35577.48
1982,73758.7
1983,11661.14
1984,36748.85
1985,69896.85
1986,37939.08
1987,22600.3
1988,86399.06
1989,29366.3
1990,87614.19
1991,89381.26
1992,54272.95
1993,67614.76
1994,23997.05
1995,23759.04
1996,15464.71
1997,56729.86
1998,172647.85
1999,71087.43
2000,110406.25
2001,144806.21
2002,119935.22
2003,63454.82
2004,129960.18
2005,38039.29
2006,59724.9
2007,66144.83
2008,32361.19
2009,46320.65
2010,38848.16
2011,86939.09
2012,43198.88
2013,45154.17
2014,95821.2
2015,93137.86
2016,37553.73
2017,97642.14
2018,28528.52
2019,9366.79
2020,224926.91
2021,44045.64
2022,25900.68
2023,136380.01
2024,50004.58
2025,45646.31
2026,8801.12
2027,28301.57
2028,25398.45
2029,35784.72
2030,58822.88
2031,113895.98
2032,85719.55
2033,19825.25
2034,39116.85
2035,22502.85
2036,67871.06
2037,35624.37
2038,183682.7
2039,125461.57
2040,29313.31
2041,125191.56
2042,53962.71
2043,120568.43
2044,19428.96
2045,34093.28
2046,106786.31
2047,55149.22
2048,64438.81
2049,25962.31
2050,84843.9
2051,38053.06
2052,97196.1
2053,77866.64
2054,112046.91
2055,39151.38
2056,138853.85
2057,16444.32
2058,17353.06
2059,76329.48
2060,98356.73
2061,43274.56
2062,165107.46
2063,38154.52
2064,152311.69
2065,24878.44
2066,80874.44
2067,35858.94
2068,23034.15
2069,76728.62
2070,54931.01
2071,73215.52
2072,41313.38
2073,96055.6
2074,38699.28
2075,18255.13
2076,26645.93
2077,134442.89
2078,165973.92
2079,9275.55
2080,33704.08
2081,132167.4
2082,9653.08
2083,85084.65
2084,41722.3
2085,16377.61
2086,32155.7
2087,72106.43
2088,80724.83
2089,138077.81
2090,56846.28
2091,20160.82
2092,26653.93
2093,120623.99
2094,81579.87
2095,33360.43
2096,147613.1
2097,57138.19
2098,42067.25
2099,128445.1
2100,51218.82
2101,48696.91
2102,53871.06
2103,84474.89
2104,91283.17
2105,68595.18
2106,54413.92
2107,26755.44
2108,61190.22
2109,42070.74
2110,79445.51
2111,9389.46
2112,81890.29
2113,18365.16
2114,145832.11
2115,17973.57
2116,33478.84
2117,25100.99
2118,96155.61
2119,152989.12
2120,156098.78
2121,21895.9
2122,79288.73
2123,46229.32
2124,45569.95
2125,50138.26
2126,18794.31
2127,55191.66
2128,129431.51
2129,36019.7
2130,31621.09
2131,54590.43
2132,92878.35
2133,51139.92
2134,97824.17
2135,15282.36
2136,24137.83
2137,33212.94
2138,118928.78
2139,21907.71
2140,28301.78
2141,28806.76
2142,63952.74
2143,80596.84
2144,186284.37
2145,96503.2
2146,139425.74
2147,78364.95
2148,34396.99
2149,88664.48
2150,30843.1
2151,100501.37
2152,64919.7
2153,47198.26
2154,65280.33
2155,97268.04
2156,110744.68
2157,218799.55
2158,23553.61
2159,71010.23
2160,14213.43
2161,18220.98
2162,23092.54
2163,51773.9
2164,166752.06
2165,55230.09
2166,61012.8
2167,31783.98
2168,44325.99
2169,116966.15
2170,13736.01
2171,6270.15
2172,50719.6
2173,52225.26
2174,25256.36
2175,75124.57
2176,26950.64
2177,7536.9
2178,28106.2
2179,28996.94
2180,19993.21
2181,71403.1
2182,33726.89
2183,25742.5
2184,34365.68
2185,104135.9
2186,24693.58
2187,68257.21
2188,22669.3
2189,70173.61
2190,52453.66
2191,54582.03
2192,32327.62
2193,123158.72
2194,43461.47
2195,74057.73
2196,50284.69
2197,51062.07
2198,47287.27
2199,20520.9
2200,18190.66
2201,49237.54
2202,39080.5
2203,6554.13
2204,67456.03
2205,33266.69
2206,109132.18
2207,102466.5
2208,65882.83
2209,118954.56
2210,51186.21
2211,85750.66
2212,60019.22
2213,204882.05
2214,38121.4
2215,40765.8
2216,55494.77
2217,51859.76
2218,55030.55
2219,20124.74
2220,28416.16
2221,90890.14
2222,30913.54
2223,12035.98
2224,71176.15
2225,14234.28
2226,14255.0
2227,32920.99
2228,39768.93
2229,48974.17
2230,76906.94
2231,80213.6
2232,99470.99
2233,18069.81
2234,87652.33
2235,67069.88
2236,50049.62
2237,71441.49
2238,29829.44
2239,76850.7
2240,54693.87
2241,54487.41
2242,24868.71
2243,87158.92
2244,22927.38
2245,58621.38
2246,50957.43
2247,108558.43
2248,96676.66
2249,50385.22
2250,61939.72
2251,113048.57
2252,24808.48
2253,16451.89
2254,86180.07
2255,36232.53
2256,16586.12
2257,61235.04
2258,74905.82
2259,11671.67
2260,48171.9
2261,85981.87
2262,98080.86
2263,112133.85
2264,59269.4
2265,62601.46
2266,59550.21
2267,15511.84
2268,35034.73
2269,54777.85
2270,29838.02
2271,85687.09
2272,20111.42
2273,82737.75
2274,39578.81
2275,101260.12
2276,136689.66
2277,103553.34
2278,16515.8
2279,190341.05
2280,55961.28
2281,68672.23
2282,25704.72
2283,95226.58
2284,27685.78
2285,140937.36
2286,35247.33
2287,19590.76
2288,27506.69
2289,128953.98
2290,70296.19
2291,18589.45
2292,25964.96
2293,55846.81
2294,13940.36
2295,28179.03
2296,23269.16
2297,101124.62
2298,113513.45
2299,27777.3
2300,197726.8
2301,82332.8
2302,110564.69
2303,91545.95
2304,22382.57
2305,107452.95
2306,64429.95
2307,34849.82
2308,115020.31
2309,33481.16
2310,63848.83
2311,28776.72
2312,76516.8
2313,30338.57
2314,96532.25
2315,139906.48
2316,50012.95
2317,79472.08
2318,67860.73
2319,91198.17
2320,104189.5
2321,104823.98
2322,115101.38
2323,51086.25
2324,18109.64
2325,93469.81
2326,47950.36
2327,50414.87
2328,74189.4
2329,7776.04
2330,152852.02
2331,46164.92
2332,25277.92
2333,94739.43
2334,51960.38
2335,161252.82
2336,121584.15
2337,220208.74
2338,39097.92
2339,32768.23
2340,15940.89
2341,18141.45
2342,19799.6
2343,44686.54
2344,95916.33
2345,105702.62
2346,15929.91
2347,168370.78
2348,81139.77
2349,34330.53
2350,64664.98
2351,21402.59
2352,39707.58
2353,106019.75
2354,28766.98
2355,57042.59
2356,69212.82
2357,108984.52
2358,16912.34
2359,72728.43
2360,138994.13
2361,21405.92
2362,177845.64
2363,49716.94
2364,132782.31
2365,32080.74
2366,17356.2
2367,45937.02
2368,81738.97
2369,51518.79
2370,50884.97
2371,77063.13
2372,30778.52
2373,26344.86
2374,54864.02
2375,91918.65
2376,49196.76
2377,82119.09
2378,86368.98
2379,24849.87
2380,29702.85
2381,102389.52
2382,125622.99
2383,15270.22
2384,27405.57
2385,14988.83
2386,47336.58
2387,37380.82
2388,24070.75
2389,24584.85
2390,80768.43
2391,99420.78
2392,55618.61
2393,42387.34
2394,29035.45
2395,107984.58
2396,131287.28
2397,88486.22
2398,151120.74
2399,23371.71
2400,43152.49
2401,157198.94
2402,114769.16
2403,36365.05
2404,21423.4
2405,49737.17
2406,76558.67
2407,105244.35
2408,21085.54
2409,81585.56
2410,52343.84
2411,32667.2
2412,45947.86
2413,115026.28
2414,92868.02
2415,79147.5
2416,43857.49
2417,43208.63
2418,97301.24
2419,38388.84
2420,59416.03
2421,68769.21
2422,53667.02
2423,14999.07
2424,16886.66
2425,26909.32
2426,136120.33
2427,58843.29
2428,34525.12
2429,66679.49
2430,99863.14
2431,17888.84
2432,53734.66
2433,17151.62
2434,17438.57
2435,29893.09
2436,136732.36
2437,118109.84
2438,149795.31
2439,27399.83
2440,58204.32
2441,143422.39
2442,16175.21
2443,40471.72
2444,41321.01
2445,9112.61
2446,47698.62
2447,40133.02
2448,31379.32
2449,22974.19
2450,26788.69
2451,103618.34
2452,74187.59
2453,59594.24
2454,42783.29
2455,56979.25
2456,28927.59
2457,26293.14
2458,81871.6
2459,53607.78
2460,24687.7
2461,122037.32
2462,107724.29
2463,36236.52
2464,155592.98
2465,82303.29
2466,189124.12
2467,29453.25
2468,93916.54
2469,59877.01
2470,65125.05
2471,160316.7
2472,78889.74
2473,77977.39
2474,49654.44
2475,81597.23
2476,22999.3
2477,32930.0
2478,54466.67
2479,9118.4
2480,57194.02
2481,27141.15
2482,54047.36
2483,61564.8
2484,26686.86
2485,130367.28
2486,106844.64
2487,108130.67
2488,77823.32
2489,49975.39
2490,90872.89
2491,78256.5
2492,46832.72
2493,27877.77
2494,119360.36
2495,14772.96
2496,111014.37
2497,115208.11
2498,22027.12
2499,65989.84
2500,21498.65
2501,30885.44
2502,125646.98
2503,141480.66
2504,43965.52
2505,117343.09
2506,85471.41
2507,17589.87
2508,35385.53
2509,51347.94
2510,12091.75
2511,26844.87
2512,73103.72
2513,124479.1
2514,32046.88
2515,88587.04
2516,26997.96
2517,55100.81
2518,53840.27
2519,17207.72
2520,41620.96
2521,130574.39
2522,56732.14
2523,61977.17
2524,82597.63
2525,45997.92
2526,38637.98
2527,72881.04
2528,53160.0
2529,59056.77
2530,73926.8
2531,59695.5
2532,44759.89
2533,27708.26
2534,52217.24
2535,68106.54
2536,96830.83
2537,65791.08
2538,199273.13
2539,75238.19
2540,149544.06
2541,50201.92
2542,90970.64
2543,152404.64
2544,103735.06
2545,151748.9
2546,69797.7
2547,60146.16
2548,100526.75
2549,89858.21
2550,134523.66
2551,36183.41
2552,64218.77
2553,77201.17
2554,166016.57
2555,105788.44
2556,26194.38
2557,16718.18
2558,82905.84
2559,28168.16
2560,103407.5
2561,18019.1
2562,43497.54
2563,65110.75
2564,73024.18
2565,94995.41
2566,115636.9
2567,48610.65
2568,13363.69
2569,168678.59
2570,58689.4
2571,107571.8
2572,142802.01
2573,39530.43
2574,27807.34
2575,127502.84
2576,31987.53
2577,30843.8
2578,13333.39
2579,59028.84
2580,40113.89
2581,7101.98
2582,41249.05
2583,66286.5
2584,86710.21
2585,6711.26
2586,90984.45
2587,29756.98
2588,9292.5
2589,131543.64
2590,30362.69
2591,91836.13
2592,57035.1
2593,30743.08
2594,22754.06
2595,43646.53
2596,97880.7
2597,27939.23
2598,78968.27
2599,149973.65
2600,49029.96
2601,25043.95
2602,13610.38
2603,32934.27
2604,71328.38
2605,19567.64
2606,17840.59
2607,56571.05
2608,65205.47
2609,83685.99
2610,51319.0
2611,68663.91
2612,50399.14
2613,63211.29
2614,30041.34
2615,51594.75
2616,41483.76
2617,84920.28
2618,25849.68
2619,88954.4
2620,39784.08
2621,126353.53
2622,27416.7
2623,25243.2
2624,141248.89
2625,47635.18
2626,29380.83
2627,123997.8
2628,75851.26
2629,92828.78
2630,66691.23
2631,34255.68
2632,81558.16
2633,58636.08
2634,93539.94
2635,30305.85
2636,83016.17
2637,112614.31
2638,45794.1
2639,71724.86
2640,23756.65
2641,4880.12
2642,25299.3
2643,16418.33
2644,52098.98
2645,18304.38
2646,89534.45
2647,171608.27
2648,26184.43
2649,24697.86
2650,131816.37
2651,137040.16
2652,107027.24
2653,145701.86
2654,87490.0
2655,112940.38
2656,44083.74
2657,100057.41
2658,84587.93
2659,78384.1
2660,67478.43
2661,55597.38
2662,36671.03
2663,174515.98
2664,162506.39
2665,185689.04
2666,20868.58
2667,133284.03
2668,126377.2
2669,32237.22
2670,63482.79
2671,56271.44
2672,28822.83
2673,47119.34
2674,46297.46
2675,58077.69
2676,91880.5
2677,9772.08
2678,71392.8
2679,17657.76
2680,22681.35
2681,66971.13
2682,32349.4
2683,168383.55
2684,17358.91
2685,42468.64
2686,28015.08
2687,15211.19
2688,174164.18
2689,27858.11
2690,192603.54
2691,27067.87
2692,47219.55
2693,27166.74
2694,151595.06
2695,26007.43
2696,50338.36
2697,92978.06
2698,109349.6
2699,78046.67
2700,24066.19
2701,31495.94
2702,185070.75
2703,116858.04
2704,68655.93
2705,157178.42
2706,24006.64
2707,54902.16
2708,67313.89
2709,61552.16
2710,45489.98
2711,98071.3
2712,9083.21
2713,121141.12
2714,55758.17
2715,16585.31
2716,50169.66
2717,85463.57
2718,139301.99
2719,77918.4
2720,27935.75
2721,22318.72
2722,45831.32
2723,21435.15
2724,36541.54
2725,82948.91
2726,23816.14
2727,22707.61
2728,79366.08
2729,25139.24
2730,34312.47
2731,43150.33
2732,59067.96
2733,58577.82
2734,20026.34
2735,121913.15
2736,95394.49
2737,71957.21
2738,75451.3
2739,18182.14
2740,46532.92
2741,26246.56
2742,53479.78
2743,148376.98
2744,37023.21
2745,62706.5
2746,136911.22
2747,104396.08
2748,95274.25
2749,60462.69
2750,12624.26
2751,56502.84
2752,68157.94
2753,76580.43
2754,57371.72
2755,21523.24
2756,52150.76
2757,73517.96
2758,109072.53
2759,61508.53
2760,15200.02
2761,23986.89
2762,85997.27
2763,68225.26
2764,48823.37
2765,29377.89
2766,226442.06
2767,52706.5
2768,32176.18
2769,39059.91
2770,117912.46
2771,39995.72
2772,170797.81
2773,54815.54
2774,112686.95
2775,43112.04
2776,34366.19
2777,15542.52
2778,22915.66
2779,69519.02
2780,29728.54
2781,60333.72
2782,85308.44
2783,16412.99
2784,150828.78
2785,10068.52
2786,101110.65
2787,28108.18
2788,26041.01
2789,29380.72
2790,132876.78
2791,96328.91
2792,16219.52
2793,97908.37
2794,128068.25
2795,44115.23
2796,60081.38
2797,22650.23
2798,88157.19
2799,17526.27
2800,50354.58
2801,119573.21
2802,22431.38
2803,65052.82
2804,21618.5
2805,125124.38
2806,21565.16
2807,74725.97
2808,70320.97
2809,31755.16
2810,55565.36
2811,86844.28
2812,125919.57
2813,75560.51
2814,49728.6
2815,13561.23
2816,102310.0
2817,64700.89
2818,15096.09
2819,29753.18
2820,56438.57
2821,186388.0
2822,53350.29
2823,32577.53
2824,73799.04
2825,101366.6
2826,31227.42
2827,183783.01
2828,94237.2
2829,13099.64
2830,24813.79
2831,107725.77
2832,88921.26
2833,52991.74
2834,81049.6
2835,23437.65
2836,70238.94
2837,96366.46
2838,53091.72
2839,70006.74
2840,26670.97
2841,55861.99
2842,86014.46
2843,57904.05
2844,111029.09
2845,29788.85
2846,10042.35
2847,34186.12
2848,52486.38
2849,23829.46
2850,59343.01
2851,62098.58
2852,120655.94
2853,18452.64
2854,79853.2
2855,31795.33
2856,31561.5
2857,45020.3
2858,131861.38
2859,21495.84
2860,32920.75
2861,38249.95
2862,20806.34
2863,44092.97
2864,83349.43
2865,57093.8
2866,30907.15
2867,56296.88
2868,52669.39
2869,120173.46
2870,181101.17
2871,97888.88
2872,20368.08
2873,22802.44
2874,29746.41
2875,28959.2
2876,112258.78
2877,45487.73
2878,64870.26
2879,23240.97
2880,36137.07
2881,84372.22
2882,42700.07
2883,33255.18
2884,84701.02
2885,72539.91
2886,206075.03
2887,87970.11
2888,96871.72
2889,78792.24
2890,23365.19
2891,15731.65
2892,156417.89
2893,26270.06
2894,39821.09
2895,107511.98
2896,61047.63
2897,46127.92
2898,16067.25
2899,60934.09
2900,27107.71
2901,80406.68
2902,20208.46
2903,72640.42
2904,58519.96
2905,94691.35
2906,152747.78
2907,94066.32
2908,34029.7
2909,66783.54
2910,25287.11
2911,29432.42
2912,192173.55
2913,6524.13
2914,23429.92
2915,31139.07
2916,70425.13
2917,36536.75
2918,57688.46
2919,37209.19
2920,8883.23
2921,49783.86
2922,20516.7
2923,131508.53
2924,4673.32
2925,222573.81
2926,60223.35
2927,14717.94
2928,51113.43
2929,67353.0
2930,66522.38
2931,78433.91
2932,39659.42
2933,30093.5
2934,26288.13
2935,79341.96
2936,14666.71
2937,226777.98
2938,28611.16
2939,138302.99
2940,17959.0
2941,131506.83
2942,141143.56
2943,133482.58
2944,16035.93
2945,50773.98
2946,105874.34
2947,70362.24
2948,52367.3
2949,42307.96
2950,73351.12
2951,20335.62
2952,29419.7
2953,65451.36
2954,43363.86
2955,69852.72
2956,65542.8
2957,22775.45
2958,152763.92
2959,55206.57
2960,41582.0
2961,75246.67
2962,79000.07
2963,56146.94
2964,174267.2
2965,31529.66
2966,72339.81
2967,112309.74
2968,6460.03
2969,101563.13
2970,193484.08
2971,25646.43
2972,22487.53
2973,47790.91
2974,27688.8
2975,11108.86
2976,29832.13
2977,149522.12
2978,86680.4
2979,54080.87
2980,129797.42
2981,59630.56
2982,31896.21
2983,24831.5
2984,49151.99
2985,29540.71
2986,168142.42
2987,27065.42
2988,26287.99
2989,178205.29
2990,66833.06
2991,10737.42
2992,93133.82
2993,53420.65
2994,39060.25
2995,50744.85
2996,237575.9
2997,15270.22
2998,105609.7
2999,44622.29
3000,15895.35
3001,39239.33
3002,41855.07
3003,117736.66
3004,18282.38
3005,109666.92
3006,67768.17
3007,119218.16
3008,27489.51
3009,56240.11
3010,88905.0
3011,79010.09
3012,38655.77
3013,28301.83
3014,18324.94
3015,48819.56
3016,48450.37
3017,194910.94
3018,40653.77
3019,40448.9
3020,26578.58
3021,228860.37
3022,61642.14
3023,84606.55
3024,94170.63
3025,144333.99
3026,60938.85
3027,31737.27
3028,82592.59
3029,62689.57
3030,70097.03
3031,74705.48
3032,103051.68
3033,25743.34
3034,55642.87
3035,24796.59
3036,33061.37
3037,14478.9
3038,24480.74
3039,57343.16
3040,123435.58
3041,47498.28
3042,21169.87
3043,28652.25
3044,52866.69
3045,35820.9
3046,53078.28
3047,120569.32
3048,78124.81
3049,46953.75
3050,51429.64
3051,38375.08
3052,91494.32
3053,86222.66
3054,48647.88
3055,40336.61
3056,116656.49
3057,98773.5
3058,110467.06
3059,85066.21
3060,33825.22
3061,125008.51
3062,51529.55
3063,101321.98
3064,36464.34
3065,123457.89
3066,45729.77
3067,138013.99
3068,34962.2
3069,26733.31
3070,103806.13
3071,160704.21
3072,20956.78
3073,9759.57
3074,215357.48
3075,24058.27
3076,72880.01
3077,105880.8
3078,68993.55
3079,52284.13
3080,48650.85
3081,56511.35
3082,60435.67
3083,69305.2
3084,101182.9
3085,33337.97
3086,73360.92
3087,21589.31
3088,12736.68
3089,112277.14
3090,66029.32
3091,34096.44
3092,58444.41
3093,20768.61
3094,64684.96
3095,52516.72
3096,20320.48
3097,69510.66
3098,115305.29
3099,30924.74
3100,28211.22
3101,88546.84
3102,152667.28
3103,55470.04
3104,53977.7
3105,17913.3
3106,79893.19
3107,102617.15
3108,113493.95
3109,89096.76
3110,66663.58
3111,22255.87
3112,112273.82
3113,33443.52
3114,45049.85
3115,101277.01
3116,60587.7
3117,68423.92
3118,100367.78
3119,162538.24
3120,114209.84
3121,52320.52
3122,99752.23
3123,94279.86
3124,44407.61
3125,71739.74
3126,30550.64
3127,56888.59
3128,94704.3
3129,26555.82
3130,118554.13
3131,173245.22
3132,15996.51
3133,43617.31
3134,33985.23
3135,145750.34
3136,167325.8
3137,89921.15
3138,53861.85
3139,79347.29
3140,47637.68
3141,56093.07
3142,54602.44
3143,54877.65
3144,118310.97
3145,24436.86
3146,57192.66
3147,29067.29
3148,101981.84
3149,149241.04
3150,29725.7
3151,143384.29
3152,28660.25
3153,78693.47
3154,62855.71
3155,26877.09
3156,29042.05
3157,132668.62
3158,31958.59
3159,57533.47
3160,17989.04
3161,40136.48
3162,8695.84
3163,22032.39
3164,41576.61
3165,28500.84
3166,87661.18
3167,34248.32
3168,67627.92
3169,95631.12
3170,134021.76
3171,16205.36
3172,16850.68
3173,98085.62
3174,79361.26
3175,36843.95
3176,71212.32
3177,56224.93
3178,81793.54
3179,49985.43
3180,141318.95
3181,69308.39
3182,34384.56
3183,102387.1
3184,26990.68
3185,133079.04
3186,116194.94
3187,35419.19
3188,50884.42
3189,136002.86
3190,159672.42
3191,93697.76
3192,51125.24
3193,71850.82
3194,97114.16
3195,18506.15
3196,61137.22
3197,5464.08
3198,82242.12
3199,103721.07
3200,25375.23
3201,46982.61
3202,154106.03
3203,174772.62
3204,118036.3
3205,26621.14
3206,68910.39
3207,222987.26
3208,101436.5
3209,39846.11
3210,49465.79
3211,26584.55
3212,85092.24
3213,14231.52
3214,14226.05
3215,140563.07
3216,94157.11
3217,53478.09
3218,78279.34
3219,47050.18
3220,14058.02
3221,48723.21
3222,24806.42
3223,38785.73
3224,112799.71
3225,11880.14
3226,99324.46
3227,94664.86
3228,44608.24
3229,51089.23
3230,36830.56
3231,82712.51
3232,5062.41
3233,5562.89
3234,73709.15
3235,25614.54
3236,46254.53
3237,43977.42
3238,58412.16
3239,8047.21
3240,9681.52
3241,26220.68
3242,75288.79
3243,9189.84
3244,172167.35
3245,58298.29
3246,119681.14
3247,18615.44
3248,12633.87
3249,30312.21
3250,40534.04
3251,28997.52
3252,19455.0
3253,49945.03
3254,76256.76
3255,47761.35
3256,201834.02
3257,59352.92
3258,114131.84
3259,124944.32
3260,60232.35
3261,92645.0
3262,32981.54
3263,56974.39
3264,22290.02
3265,73571.48
3266,96385.67
3267,156383.86
3268,104077.19
3269,64368.97
3270,58683.31
3271,23267.77
3272,41720.61
3273,25127.45
3274,13882.76
3275,19727.08
3276,96424.54
3277,55084.54
3278,85940.74
3279,67024.19
3280,167737.04
3281,64766.69
3282,108173.5
3283,22782.33
3284,49148.98
3285,65455.7
3286,19707.95
3287,83534.96
3288,67748.93
3289,98700.49
3290,50143.74
3291,35919.48
3292,82501.45
3293,51703.7
3294,82969.79
3295,104826.16
3296,98980.2
3297,58917.13
3298,35842.27
3299,64683.04
3300,143152.64
3301,84022.37
3302,36762.57
3303,21617.24
3304,153713.43
3305,111842.36
3306,58539.0
3307,24934.88
3308,64858.95
3309,107322.1
3310,19380.4
3311,199272.78
3312,24201.12
3313,90361.28
3314,53442.56
3315,21768.11
3316,70753.14
3317,23073.75
3318,123102.13
3319,81702.6
3320,119057.22
3321,125588.28
3322,120998.4
3323,27201.7
3324,13894.69
3325,63236.88
3326,30712.56
3327,92248.46
3328,80775.35
3329,61355.34
3330,79371.84
3331,24043.51
3332,84491.56
3333,124317.47
3334,45411.02
3335,48707.7
3336,193792.78
3337,13790.24
3338,127057.12
3339,16662.33
3340,93722.57
3341,49326.77
3342,24983.17
3343,23065.54
3344,54105.41
3345,32679.72
3346,73078.31
3347,32834.44
3348,122872.27
3349,18230.69
3350,21280.8
3351,22524.96
3352,22655.59
3353,83571.96
3354,73126.82
3355,19796.54
3356,76477.2
3357,18701.81
3358,24484.01
3359,11431.65
3360,12296.79
3361,17199.86
3362,84071.69
3363,18263.76
3364,36144.5
3365,20245.7
3366,7617.46
3367,85997.32
3368,47695.33
3369,58979.43
3370,58867.83
3371,67117.49
3372,15445.28
3373,78573.49
3374,16316.04
3375,42050.3
3376,52247.37
3377,96863.41
3378,21140.94
3379,18237.12
3380,16675.04
3381,119694.76
3382,96195.33
3383,4642.29
3384,62065.9
3385,54601.04
3386,17638.64
3387,13178.17
3388,101964.29
3389,31073.1
3390,14363.87
3391,148152.16
3392,24947.18
3393,16486.78
3394,49124.51
3395,15267.45
3396,73154.18
3397,116227.92
3398,27784.13
3399,134571.21
3400,68640.96
3401,101869.3
3402,52264.06
3403,34280.01
3404,188729.34
3405,50762.34
3406,104708.8
3407,81283.59
3408,54476.17
3409,37084.91
3410,24174.79
3411,90563.24
3412,10164.16
3413,28512.74
3414,113349.77
3415,39008.63
3416,21834.53
3417,74534.02
3418,36679.52
3419,27767.18
3420,31207.25
3421,18711.2
3422,31580.01
3423,41381.13
3424,94507.27
3425,78923.93
3426,57358.71
3427,24510.52
3428,40859.11
3429,74195.34
3430,205017.34
3431,66545.02
3432,66464.13
3433,101672.47
3434,178939.46
3435,45658.83
3436,69157.65
3437,41639.25
3438,27431.36
3439,39273.13
3440,89201.0
3441,69290.96
3442,27141.69
3443,141043.99
3444,91010.7
3445,61422.83
3446,93401.51
3447,43550.83
3448,16602.76
3449,83929.78
3450,44673.14
3451,65397.87
3452,84362.06
3453,97707.86
3454,106741.29
3455,135514.12
3456,25858.55
3457,38061.93
3458,38913.03
3459,81522.09
3460,80081.81
3461,19733.78
3462,110615.25
3463,89845.5
3464,19551.62
3465,55068.45
3466,44333.45
3467,83214.47
3468,112638.56
3469,85393.04
3470,63082.16
3471,32131.76
3472,111330.48
3473,138356.47
3474,140761.14
3475,83814.69
3476,11562.43
3477,23151.19
3478,51984.02
3479,134455.35
3480,39978.11
3481,131080.62
3482,47710.77
3483,30771.49
3484,18122.87
3485,16608.44
3486,57066.18
3487,36129.65
3488,92261.35
3489,84380.21
3490,82191.06
3491,14196.83
3492,40133.81
3493,74217.94
3494,92387.08
3495,38273.05
3496,49822.46
3497,111266.56
3498,29753.98
3499,129540.37
3500,42397.86
3501,24467.62
3502,20345.93
3503,47823.16
3504,16924.63
3505,18196.33
3506,24022.98
3507,28268.91
3508,65954.76
3509,260138.31
3510,10396.76
3511,66941.42
3512,98125.51
3513,47933.03
3514,23694.34
3515,28141.52
3516,52369.58
3517,35821.66
3518,18401.4
3519,13357.6
3520,9105.08
3521,97819.78
3522,75858.01
3523,18541.47
3524,186711.72
3525,81611.63
3526,22963.15
3527,23950.37
3528,61620.39
3529,217219.1
3530,18729.58
3531,148837.7
3532,71567.14
3533,77500.79
3534,147869.76
3535,115540.17
3536,99184.44
3537,17780.27
3538,214731.73
3539,21314.85
3540,65225.31
3541,60111.32
3542,38256.95
3543,17731.61
3544,58292.32
3545,113898.09
3546,30301.98
3547,35370.95
3548,9502.77
3549,78108.62
3550,76782.43
3551,71643.01
3552,22296.09
3553,112795.47
3554,52466.99
3555,63993.22
3556,132008.37
3557,72743.79
3558,18033.7
3559,83019.72
3560,55567.66
3561,159121.82
3562,74216.88
3563,86958.4
3564,74832.06
3565,131978.09
3566,104788.6
3567,37285.18
3568,16141.03
3569,22763.81
3570,30285.63
3571,82161.9
3572,53012.94
3573,122258.5
3574,86770.96
3575,57032.51
3576,133914.64
3577,24108.82
3578,43552.08
3579,29211.8
3580,61293.43
3581,53397.77
3582,146583.28
3583,94218.68
3584,73359.22
3585,170753.61
3586,69128.04
3587,75716.93
3588,40386.83
3589,80469.82
3590,24395.62
3591,44276.11
3592,47139.14
3593,79785.98
3594,33079.77
3595,77903.32
3596,31978.57
3597,54301.79
3598,157368.18
3599,113437.51
3600,34138.27
3601,25699.75
3602,27545.28
3603,128951.26
3604,37386.43
3605,70839.19
3606,62261.9
3607,31235.59
3608,31989.99
3609,47847.31
3610,23330.03
3611,17672.67
3612,129421.96
3613,27517.91
3614,29722.17
3615,14486.77
3616,16633.62
