ID,credit_status,annual_income,verification_status,employment_duration,property_type,interest_rate,credit_amount,credit_type,term,credit_category
518475,Paid,50000,Verified from source,< 1 year,Leased,14.27%,8000,Credit card, 36 months,C
941274,Paid,48000,Verified from source,< 1 year,Own,14.27%,6000,Debt consolidation, 36 months,C
846393,Paid,66000,Verified,10+ years,Mortgaged,9.91%,7000,Credit card, 36 months,B
487897,Paid,42000,Not Verified,2 years,Leased,7.90%,7000,Credit card, 36 months,A
788512,Paid,19200,Verified from source,< 1 year,Leased,11.71%,6025,Credit card, 36 months,B
592228,Paid,61284,Not Verified,3 years,Leased,18.25%,15000,Debt Consolidation, 36 months,D
526293,Paid,140000,Verified,7 years,Mortgaged,17.27%,18000,Debt consolidation, 36 months,D
312684,Paid,39624,Verified,7 years,Leased,15.27%,20250,Credit card, 60 months,C
146389,Paid,26000,Not Verified,2 years,Leased,14.27%,3825,Credit card, 36 months,C
243049,Paid,48000,Verified from source,< 1 year,Leased,6.03%,10000,Debt consolidation, 36 months,A
448062,Paid,26500,Verified from source,9 years,Rented,12.42%,6000,Consumption, 36 months,B
803341,Paid,39990,Not Verified,3 years,Mortgaged,14.27%,2400,Other, 36 months,C
441677,Paid,38000,Verified from source,5 years,Own,9.91%,14000,Credit card, 36 months,B
717974,Paid,51008,Verified from source,6 years,Leased,14.65%,8400,car, 60 months,C
487065,Paid,95000,Not Verified,10+ years,Mortgaged,10.65%,13000,Debt consolidation, 36 months,B
976687,Defaulted,35000,Not Verified,10+ years,Leased,6.62%,4200,Debt consolidation, 36 months,A
721201,Paid,35000,Verified,9 years,Leased,11.71%,20000,Debt consolidation, 60 months,B
837457,Defaulted,50000,Verified from source,5 years,Leased,22.06%,7000,Credit card, 60 months,F
263314,Paid,37500,Verified,6 years,Leased,13.49%,13250,Credit card, 36 months,C
924395,Defaulted,32000,Verified,1 year,Leased,18.25%,3600,Debt consolidation, 60 months,D
743042,Defaulted,27840,Verified,10+ years,Mortgaged,13.49%,14000,Small business, 60 months,C
785871,Paid,24000,Not Verified,5 years,Leased,6.62%,6000,Debt consolidation, 36 months,A
496941,Paid,45000,Verified from source,7 years,Leased,7.90%,9000,Credit card, 36 months,A
371994,Paid,73600,Verified,10+ years,Mortgaged,12.42%,15000,Debt consolidation, 36 months,B
668985,Paid,77000,Not Verified,4 years,Mortgaged,14.65%,10000,Credit card, 36 months,C
477407,Paid,40000,Verified from source,2 years,Leased,14.27%,9000,Debt consolidation, 36 months,C
227766,Paid,75000,Verified from source,< 1 year,Rented,6.03%,12000,Consumption, 36 months,A
399118,Defaulted,35000,Not Verified,2 years,Own,10.65%,14000,Debt consolidation, 36 months,B
278769,Defaulted,50000,Verified from source,10+ years,Mortgaged,17.27%,20000,Debt consolidation, 36 months,D
668846,Defaulted,50000,Verified from source,4 years,Leased,14.65%,16000,Credit card, 36 months,C
267994,Paid,68750,Verified,10+ years,Own,17.27%,35000,Other, 60 months,D
673596,Paid,71200,Not Verified,2 years,Leased,12.42%,11000,Credit card, 36 months,B
933205,Paid,47000,Verified from source,< 1 year,Leased,12.42%,5000,car, 36 months,B
332325,Paid,50000,Verified,1 year,Rented,13.49%,20000,Marriage, 60 months,C
524467,Paid,71000,Verified,4 years,Leased,12.69%,35000,Debt consolidation, 60 months,B
941717,Defaulted,1.00E+05,Verified,10+ years,Leased,18.25%,12000,Debt consolidation, 60 months,D
617087,Paid,40000,Not Verified,3 years,Leased,12.69%,14150,Debt consolidation, 36 months,B
527458,Paid,55000,Verified from source,10+ years,Mortgaged,12.42%,4000,Medical cause, 36 months,B
379063,Paid,33280,Not Verified,6 years,Mortgaged,8.90%,12000,Other, 60 months,A
200675,Paid,42000,Not Verified,10+ years,Leased,10.65%,6000,Other, 36 months,B
885810,Defaulted,75600,Verified from source,3 years,Leased,17.58%,17000,Credit card, 60 months,D
912036,Paid,44500,Verified,3 years,Own,7.51%,15000,Debt consolidation, 36 months,A
757083,Defaulted,99996,Not Verified,10+ years,Mortgaged,11.71%,4200,Consumption, 60 months,B
315903,Paid,47760,Not Verified,2 years,Mortgaged,6.03%,15000,Home remodeling, 36 months,A
956929,Paid,50000,Verified,1 year,Leased,12.42%,18000,Debt consolidation, 36 months,B
978827,Defaulted,49200,Verified,1 year,Leased,17.58%,19000,Debt consolidation, 60 months,D
710034,Paid,145000,Verified,10+ years,Mortgaged,13.49%,30000,Debt consolidation, 60 months,C
790976,Paid,264000,Verified from source,< 1 year,Mortgaged,7.90%,35000,Home remodeling, 36 months,A
720184,Paid,51000,Verified from source,< 1 year,Own,7.90%,16000,Credit card, 36 months,A
160978,Defaulted,48000,Verified from source,6 years,Leased,18.64%,4000,Debt consolidation, 60 months,E
806877,Paid,67000,Not Verified,4 years,Mortgaged,7.51%,7000,Debt consolidation, 36 months,A
573821,Paid,42000,Not Verified,2 years,Mortgaged,15.96%,12000,Debt consolidation, 60 months,C
275000,Paid,45000,Verified from source,4 years,Leased,12.69%,12000,Small business, 60 months,B
274895,Paid,29004,Verified from source,6 years,Leased,6.03%,7000,Other, 36 months,A
979822,Defaulted,60000,Not Verified,5 years,Leased,13.49%,10000,Credit card, 36 months,C
452325,Paid,30000,Not Verified,8 years,Leased,16.29%,1600,Debt consolidation, 36 months,D
659610,Paid,52000,Verified,10+ years,Rented,20.89%,17200,Home purchase, 60 months,F
816973,Paid,45000,Not Verified,2 years,Mortgaged,11.71%,12000,Debt consolidation, 60 months,B
130236,Paid,55000,Not Verified,8 years,Mortgaged,11.71%,7200,Debt consolidation, 36 months,B
686953,Paid,70000,Not Verified,1 year,Leased,14.27%,12000,Debt consolidation, 36 months,C
679633,Paid,50000,Verified from source,7 years,Mortgaged,7.51%,5000,Debt consolidation, 36 months,A
461847,Paid,56000,Verified,10+ years,Mortgaged,12.42%,27300,Debt Consolidation, 60 months,B
872455,Paid,65000,Verified from source,< 1 year,Mortgaged,6.62%,8200,Small business, 36 months,A
878584,Paid,26000,Not Verified,7 years,Own,12.42%,6000,Credit card, 36 months,B
795269,Paid,99000,Verified,10+ years,Own,8.90%,8000,Home remodeling, 36 months,A
430293,Paid,210000,Verified,10+ years,Mortgaged,9.91%,20000,Debt consolidation, 36 months,B
929183,Paid,56004,Verified from source,5 years,Mortgaged,16.77%,10400,Home remodeling, 60 months,D
960270,Paid,37008,Verified from source,2 years,Leased,12.42%,3600,Other, 36 months,B
524982,Paid,65000,Not Verified,10+ years,Mortgaged,6.03%,5000,Debt Consolidation, 36 months,A
204688,Paid,140000,Not Verified,3 years,Mortgaged,11.71%,8000,Other, 36 months,B
376388,Paid,120000,Verified,10+ years,Mortgaged,12.42%,16000,Debt consolidation, 36 months,B
126528,Paid,115000,Verified,10+ years,Mortgaged,22.35%,35000,Debt consolidation, 60 months,F
389932,Defaulted,30000,Not Verified,6 years,Leased,12.69%,5000,Debt consolidation, 36 months,B
505832,Paid,52000,Verified,10+ years,Mortgaged,6.62%,12000,Home remodeling, 36 months,A
349573,Defaulted,27000,Not Verified,3 years,Rented,7.51%,2800,Other, 36 months,A
536575,Paid,39996,Verified from source,8 years,Leased,12.69%,12000,Other, 36 months,B
799888,Defaulted,54000,Not Verified,2 years,Leased,6.03%,4000,Debt consolidation, 36 months,A
892102,Paid,23000,Not Verified,2 years,Mortgaged,8.90%,7000,Debt consolidation, 36 months,A
415541,Paid,35000,Not Verified,6 years,Mortgaged,10.65%,5600,Credit card, 36 months,B
960920,Defaulted,95000,Verified,9 years,Leased,19.91%,12000,Credit card, 60 months, E
997064,Paid,45000,Verified,5 years,Leased,19.91%,18975,Debt consolidation, 60 months,E
991664,Paid,138000,Not Verified,10+ years,Mortgaged,6.62%,5000,Debt consolidation, 36 months,A
562028,Paid,68500,Verified,2 years,Leased,16.77%,12000,Debt consolidation, 36 months,D
162608,Paid,78000,Verified,7 years,Mortgaged,11.71%,35000,Debt consolidation, 60 months,B
814810,Paid,31000,Not Verified,3 years,Own,10.65%,5500,Home remodeling, 36 months,B
567805,Paid,75000,Verified from source,7 years,Mortgaged,8.90%,6500,Other, 36 months,A
688054,Paid,63000,Verified,10+ years,Leased,10.65%,12000,Debt consolidation, 36 months,B
990860,Paid,76000,Verified,4 years,Leased,7.90%,12000,Small business, 36 months,A
445800,Defaulted,42000,Not Verified,6 years,Mortgaged,12.69%,4000,Debt consolidation, 36 months,B
306281,Paid,76000,Not Verified,2 years,Rented,13.49%,1000,Consumption, 36 months,C
684172,Paid,54996,Verified,6 years,Mortgaged,12.42%,25000,Debt consolidation, 36 months,B
309061,Paid,28944,Not Verified,10+ years,Own,12.69%,9000,Debt Consolidation, 36 months,B
379930,Paid,35000,Not Verified,10+ years,Leased,15.27%,8575,Debt Consolidation, 36 months,C
358616,Paid,38000,Verified from source,5 years,Mortgaged,7.90%,5400,Medical cause, 36 months,A
145935,Paid,72000,Verified,5 years,Leased,17.27%,10000,Debt consolidation, 36 months,D
505433,Defaulted,32000,Verified,1 year,Leased,13.49%,6000,Debt consolidation, 36 months,C
358597,Paid,33000,Verified from source,4 years,Leased,14.65%,10000,Debt consolidation, 36 months,C
684320,Defaulted,44420,Verified,< 1 year,Leased,15.96%,2575,Debt consolidation, 36 months,C
915711,Paid,38400,Verified from source,< 1 year,Mortgaged,9.91%,10000,Debt consolidation, 36 months,B
433471,Paid,45000,Not Verified,1 year,Rented,18.64%,12000,Small business, 60 months, E
542637,Paid,79768,Verified from source,2 years,Own,13.49%,12000,Consumption, 36 months,C
315654,Paid,80000,Not Verified,10+ years,Mortgaged,8.90%,10000,Debt consolidation, 36 months,A
154587,Defaulted,39168,Not Verified,10+ years,Mortgaged,15.96%,6000,Debt consolidation, 36 months,C
329934,Paid,86000,Not Verified,3 years,Mortgaged,14.27%,12600,Home remodeling, 60 months,C
391083,Defaulted,52000,Not Verified,1 year,Leased,17.27%,14000,car, 60 months,D
392326,Paid,62400,Not Verified,2 years,Rented,12.69%,5000,Vacation, 36 months,B
899790,Paid,60000,Not Verified,10+ years,Leased,9.91%,10000,Credit card, 36 months,B
347755,Paid,1.00E+05,Verified from source,7 years,Mortgaged,11.71%,15000,Credit card, 60 months,B
855655,Paid,29000,Not Verified,5 years,Leased,15.27%,6000,car, 36 months,C
156854,Paid,83004,Not Verified,7 years,Leased,7.90%,5450,Debt Consolidation, 36 months,A
832860,Paid,57700,Verified,10+ years,Mortgaged,9.91%,13500,Debt Consolidation, 36 months,B
433280,Defaulted,45000,Not Verified,4 years,Leased,14.27%,20000,Debt consolidation, 60 months,C
141126,Paid,46008,Not Verified,< 1 year,Rented,12.42%,3000,Other, 60 months,B
834753,Paid,40000,Not Verified,10+ years,Leased,9.91%,5000,Other, 36 months,B
508286,Paid,96000,Not Verified,9 years,Mortgaged,6.62%,7000,Small business, 36 months,A
156070,Paid,90000,Verified,4 years,Own,6.03%,3800,Other, 36 months,A
783907,Paid,110000,Verified,10+ years,Leased,8.90%,28000,Debt consolidation, 36 months,A
483518,Defaulted,77000,Not Verified,7 years,Mortgaged,15.27%,15000,Debt consolidation, 60 months,C
657187,Paid,82000,Verified from source,5 years,Leased,14.27%,6000,Debt consolidation, 36 months,C
303274,Paid,31200,Not Verified,3 years,Rented,12.42%,4000,Medical cause, 36 months,B
163844,Paid,60000,Not Verified,6 years,Leased,14.27%,7500,Debt consolidation, 36 months,C
376484,Paid,48000,Not Verified,3 years,Leased,6.03%,12000,Debt consolidation, 36 months,A
371452,Defaulted,76000,Verified,10+ years,Leased,21.28%,25000,Credit card, 60 months,F
178491,Defaulted,50000,Not Verified,< 1 year,Leased,11.71%,7200,Debt consolidation, 36 months,B
114571,Paid,2.00E+05,Verified from source,10+ years,Mortgaged,12.69%,10000,Debt consolidation, 36 months,B
698491,Paid,52000,Verified from source,10+ years,Leased,16.77%,7000,Debt Consolidation, 36 months,D
187881,Paid,65000,Verified from source,3 years,Leased,10.65%,14000,Debt consolidation, 36 months,B
357108,Paid,170000,Verified from source,10+ years,Mortgaged,7.90%,6000,Home purchase, 36 months,A
221640,Paid,68000,Not Verified,1 year,Own,7.90%,8000,Debt consolidation, 36 months,A
975889,Paid,70000,Verified from source,< 1 year,Mortgaged,8.90%,3000,Credit card, 36 months,A
644141,Paid,45000,Verified,10+ years,Leased,12.69%,22000,Debt consolidation, 60 months,B
390012,Paid,52000,Not Verified,3 years,Leased,12.42%,10000,Debt consolidation, 36 months,B
541304,Defaulted,42000,Verified,2 years,Mortgaged,14.27%,5000,Debt consolidation, 36 months,C
409174,Paid,90000,Not Verified,< 1 year,Mortgaged,9.91%,6000,Credit card, 36 months,B
488761,Defaulted,36500,Not Verified,2 years,Leased,7.51%,5500,Debt consolidation, 36 months,A
805607,Paid,38000,Not Verified,10+ years,Mortgaged,6.62%,6000,Debt consolidation, 36 months,A
901691,Paid,56000,Not Verified,5 years,Leased,12.42%,10000,Debt consolidation, 36 months,B
694994,Paid,45000,Verified from source,3 years,Leased,9.91%,5000,Other, 36 months,B
884623,Paid,32535,Not Verified,6 years,Rented,11.71%,4000,Home remodeling, 36 months,B
111781,Paid,70000,Not Verified,10+ years,Leased,7.90%,8000,Credit card, 36 months,A
782967,Defaulted,39996,Not Verified,3 years,Mortgaged,11.71%,6000,Debt consolidation, 60 months,B
759992,Paid,98000,Verified from source,10+ years,Own,6.03%,12000,Debt Consolidation, 36 months,A
913281,Paid,57000,Verified from source,5 years,Mortgaged,7.51%,9500,Credit card, 36 months,A
779188,Defaulted,1.00E+05,Not Verified,10+ years,Leased,14.27%,15600,Credit card, 60 months,C
569095,Paid,42910,Verified from source,3 years,Leased,18.25%,10000,Other, 36 months,D
651825,Paid,54000,Verified from source,7 years,Leased,14.65%,12000,Credit card, 36 months,C
720038,Paid,40000,Verified,4 years,Leased,18.25%,10000,Debt consolidation, 60 months,D
138741,Paid,80000,Verified,10+ years,Mortgaged,18.64%,25000,Debt consolidation, 60 months, E
326163,Paid,28800,Not Verified,< 1 year,Leased,15.27%,5300,Debt consolidation, 36 months,C
785416,Paid,70000,Not Verified,5 years,Mortgaged,13.49%,8000,Debt consolidation, 36 months,C
741283,Paid,27600,Not Verified,3 years,Own,15.27%,1000,Other, 36 months,C
628958,Paid,62352,Not Verified,3 years,Mortgaged,6.62%,3800,car, 36 months,A
760438,Paid,60000,Verified,7 years,Leased,7.90%,20000,Debt consolidation, 36 months,A
923787,Paid,60000,Not Verified,7 years,Mortgaged,6.62%,4200,car, 36 months,A
188534,Paid,70000,Verified from source,10+ years,Mortgaged,6.03%,3500,Credit card, 36 months,A
890450,Defaulted,45000,Not Verified,2 years,Leased,12.69%,6000,Other, 36 months,B
550718,Paid,160000,Verified from source,10+ years,Mortgaged,12.42%,15000,Home remodeling, 60 months,B
675203,Defaulted,525000,Verified,< 1 year,Mortgaged,20.30%,30000,Other, 60 months,E
516672,Paid,92000,Verified,10+ years,Own,15.27%,18000,Debt consolidation, 60 months,C
305606,Paid,35000,Not Verified,1 year,Leased,10.65%,10000,Credit card, 36 months,B
417848,Paid,38000,Verified,9 years,Mortgaged,8.90%,6500,Credit card, 36 months,A
118166,Paid,87500,Verified,4 years,Leased,11.71%,25000,Moving, 60 months,B
692037,Defaulted,31000,Verified,1 year,Leased,13.49%,15000,Credit card, 60 months,C
323827,Paid,55000,Verified from source,3 years,Leased,16.77%,22000,Credit card, 60 months,D
335266,Default,42000,Verified from source,3 years,Leased,17.27%,9600,Other, 36 months,D
162829,Paid,65000,Verified,10+ years,Leased,22.35%,14650,Debt Consolidation, 60 months,F
275669,Paid,43000,Verified from source,10+ years,Rented,12.69%,11250,Marriage, 60 months,B
576859,Paid,180000,Verified from source,2 years,Mortgaged,19.42%,31000,Credit card, 36 months,E
586405,Paid,1.00E+05,Verified,4 years,Mortgaged,17.58%,14000,Credit card, 36 months,D
966671,Paid,24600,Not Verified,8 years,Leased,10.65%,9000,Debt consolidation, 36 months,B
781248,Paid,45000,Verified from source,5 years,Mortgaged,10.65%,6500,Small business, 36 months,B
859158,Paid,55000,Not Verified,1 year,Mortgaged,12.69%,16500,Credit card, 36 months,B
133159,Paid,89000,Verified from source,10+ years,Mortgaged,10.65%,14000,Credit card, 36 months,B
940797,Paid,75000,Verified from source,4 years,Mortgaged,12.69%,25000,Other, 60 months,B
552653,Paid,30000,Verified from source,< 1 year,Leased,13.49%,5600,Debt consolidation, 36 months,C
637938,Paid,38000,Verified from source,5 years,Leased,13.49%,10000,Debt consolidation, 36 months,C
735538,Paid,70000,Verified,10+ years,Leased,21.28%,25000,Debt consolidation, 60 months,F
115889,Paid,35000,Not Verified,3 years,Rented,10.65%,5000,Moving, 36 months,B
127309,Defaulted,60000,Not Verified,1 year,Leased,6.62%,3600,Debt consolidation, 36 months,A
742869,Paid,52000,Not Verified,3 years,Leased,14.27%,10800,Credit card, 36 months,C
200616,Paid,49200,Verified from source,4 years,Leased,14.65%,4800,Debt Consolidation, 36 months,C
399514,Paid,46440,Verified from source,1 year,Leased,17.27%,6075,Small business, 60 months,D
282301,Paid,42000,Not Verified,4 years,Leased,7.90%,9600,Other, 36 months,A
825274,Paid,107800,Not Verified,3 years,Own,14.65%,5200,Debt consolidation, 36 months,C
130932,Paid,22000,Not Verified,10+ years,Leased,7.51%,11000,Credit card, 36 months,A
731182,Paid,160000,Verified,3 years,Mortgaged,14.27%,35000,Debt consolidation, 60 months,C
436476,Paid,65500,Verified from source,10+ years,Mortgaged,6.03%,11000,Debt consolidation, 36 months,A
437846,Unfulfilled,78586,Verified from source,10+ years,Own,10.65%,20500,Small business, 60 months,B
801692,Paid,67200,Not Verified,3 years,Leased,18.25%,15000,Debt Consolidation, 60 months,D
650710,Defaulted,38423.87,Not Verified,10+ years,Leased,12.69%,8475,Debt consolidation, 36 months,B
572271,Paid,40000,Verified from source,< 1 year,Leased,14.65%,9250,Credit card, 36 months,C
618639,Paid,36000,Not Verified,3 years,Leased,8.90%,6000,Credit card, 36 months,A
717107,Paid,29280,Verified from source,< 1 year,Mortgaged,15.27%,9400,Other, 60 months,C
461746,Paid,64000,Not Verified,7 years,Mortgaged,6.62%,5000,Debt consolidation, 36 months,A
771889,Paid,63945,Verified from source,6 years,Leased,7.90%,3500,Debt Consolidation, 36 months,A
789463,Paid,27600,Verified from source,2 years,Leased,6.62%,7500,Debt Consolidation, 36 months,A
668277,Paid,19800,Verified from source,10+ years,Leased,16.29%,3625,Other, 36 months,D
588060,Defaulted,47000,Verified from source,7 years,Leased,7.51%,4000,Debt consolidation, 36 months,A
787766,Paid,50000,Verified,3 years,Leased,13.49%,18825,Debt consolidation, 60 months,C
589779,Paid,17500,Verified from source,10+ years,Own,7.90%,5500,Home remodeling, 36 months,A
846907,Paid,75000,Verified,10+ years,Mortgaged,20.30%,31300,Debt consolidation, 60 months,E
445978,Defaulted,49000,Verified,10+ years,Leased,12.69%,26000,Debt consolidation, 60 months,B
271086,Paid,41000,Verified from source,6 years,Leased,11.71%,12000,Credit card, 36 months,B
630013,Paid,30000,Verified,7 years,Leased,13.49%,4250,Credit card, 60 months,C
312757,Paid,50000,Verified from source,10+ years,Mortgaged,12.69%,6000,Credit card, 36 months,B
189625,Paid,63000,Verified from source,10+ years,Leased,10.65%,18000,Debt Consolidation, 36 months,B
257122,Paid,56500,Verified,8 years,Mortgaged,16.77%,20000,Debt consolidation, 60 months,D
403440,Paid,14400,Verified,6 years,Rented,16.29%,3250,Moving, 36 months,D
870310,Paid,75000,Verified,2 years,Mortgaged,13.49%,22000,Credit card, 60 months,C
212674,Paid,62400,Verified,6 years,Mortgaged,14.27%,8000,car, 60 months,C
687468,Paid,61500,Verified from source,2 years,Leased,17.27%,12650,Credit card, 60 months,D
700747,Paid,33000,Verified,10+ years,Mortgaged,10.65%,8875,Consumption, 36 months,B
630641,Paid,112000,Verified,10+ years,Mortgaged,15.96%,20000,Home remodeling, 60 months,C
938961,Paid,78000,Verified,10+ years,Mortgaged,10.65%,27600,Debt consolidation, 60 months,B
822885,Paid,55000,Verified,4 years,Mortgaged,12.42%,20000,Credit card, 60 months,B
158211,Paid,68004,Verified from source,< 1 year,Mortgaged,10.65%,15000,Other, 60 months,B
366440,Paid,132000,Verified from source,9 years,Mortgaged,18.64%,18000,Credit card, 60 months, E
644815,Paid,42000,Not Verified,10+ years,Mortgaged,9.91%,12000,Debt consolidation, 36 months,B
407696,Paid,50364,Verified from source,10+ years,Mortgaged,6.03%,6000,Other, 36 months,A
563380,Paid,57200,Not Verified,7 years,Mortgaged,7.51%,7500,Home renovation, 36 months,A
164878,Paid,60000,Verified from source,1 year,Leased,12.42%,10000,Debt consolidation, 36 months,B
421295,Paid,120000,Verified,2 years,Mortgaged,8.90%,35000,Debt consolidation, 36 months,A
193192,Paid,74004,Verified from source,6 years,Mortgaged,6.03%,12000,Debt consolidation, 36 months,A
249549,Paid,72000,Verified from source,2 years,Own,6.03%,13150,Debt Consolidation, 36 months,A
497505,Paid,60000,Not Verified,4 years,Mortgaged,13.49%,1200,Home remodeling, 36 months,C
552853,Paid,19800,Verified from source,< 1 year,Rented,13.49%,5000,Moving in, 36 months,C
700872,Defaulted,35004,Not Verified,2 years,Mortgaged,19.03%,12000,Debt consolidation, 60 months, E
233067,Paid,65000,Verified,4 years,Mortgaged,11.71%,20000,Credit card, 36 months,B
735266,Paid,48000,Not Verified,5 years,Mortgaged,12.69%,4300,Credit card, 36 months,B
874986,Paid,19200,Verified,10+ years,Leased,18.25%,5375,Debt Consolidation, 60 months,D
616336,Defaulted,50000,Not Verified,4 years,Mortgaged,8.90%,2200,Home remodeling, 36 months,A
691115,Paid,88000,Verified,6 years,Leased,9.91%,28000,Small business, 60 months,B
530210,Paid,32000,Not Verified,7 years,Mortgaged,10.65%,5300,Debt consolidation, 36 months,B
510353,Paid,42500,Verified from source,< 1 year,Rented,7.90%,7500,Consumption, 36 months,A
844700,Paid,74000,Verified from source,1 year,Own,14.27%,12600,Debt consolidation, 60 months,C
553714,Paid,39000,Verified,7 years,Rented,9.91%,9250,Consumption, 36 months,B
674039,Paid,33000,Not Verified,2 years,Leased,8.90%,7000,Debt consolidation, 36 months,A
219584,Paid,65000,Verified,10+ years,Mortgaged,15.96%,20000,Debt consolidation, 60 months,C
322735,Defaulted,150000,Verified,< 1 year,Leased,18.25%,24000,Debt consolidation, 60 months,D
911631,Defaulted,32400,Not Verified,5 years,Leased,6.62%,10275,Debt consolidation, 36 months,A
509689,Paid,70000,Not Verified,1 year,Leased,11.71%,10000,Debt consolidation, 36 months,B
387325,Paid,46200,Verified,10+ years,Mortgaged,18.64%,24250,Debt Consolidation, 60 months,E
784689,Paid,83000,Verified,10+ years,Mortgaged,17.58%,12000,Debt consolidation, 60 months,D
925469,Paid,65000,Verified from source,< 1 year,Mortgaged,7.90%,12000,Debt consolidation, 36 months,A
141257,Paid,37000,Verified from source,2 years,Leased,16.77%,7400,Debt Consolidation, 36 months,D
624598,Paid,60000,Not Verified,7 years,Own,6.62%,12000,Credit card, 36 months,A
435284,Paid,60000,Not Verified,10+ years,Mortgaged,6.03%,10000,Consumption, 36 months,A
437569,Paid,45000,Not Verified,3 years,Leased,12.69%,13200,Debt Consolidation, 60 months,B
652859,Paid,48500,Not Verified,2 years,Leased,13.49%,10000,Debt Consolidation, 60 months,C
845632,Paid,68000,Verified,8 years,Mortgaged,16.77%,20000,Debt consolidation, 36 months,D
474718,Paid,94992,Verified,10+ years,Mortgaged,11.71%,20400,Debt Consolidation, 60 months,B
405473,Paid,55000,Not Verified,3 years,Mortgaged,7.51%,7500,Debt consolidation, 36 months,A
954976,Defaulted,73174.4,Verified,2 years,Mortgaged,21.67%,23600,Marriage, 60 months,F
845646,Paid,90000,Verified from source,3 years,Mortgaged,11.71%,13000,Small business, 60 months,B
304196,Paid,12000,Verified,5 years,Leased,8.90%,3000,Credit card, 36 months,A
519999,Paid,60000,Verified,10+ years,Mortgaged,6.03%,10000,Moving, 36 months,A
929897,Defaulted,54600,Verified from source,10+ years,Mortgage,12.42%,12000,Credit card, 36 months,B
305578,Defaulted,75000,Verified from source,8 years,Mortgaged,10.65%,15000,Credit card, 36 months,B
491424,Paid,115000,Verified from source,10+ years,Rented,12.69%,24000,Small business, 60 months,B
153963,Paid,150000,Verified from source,10+ years,Mortgaged,14.65%,20000,Debt consolidation, 36 months,C
130860,Defaulted,60000,Verified from source,< 1 year,Leased,14.27%,25000,Debt consolidation, 60 months,C
194772,Paid,81996,Not Verified,10+ years,Mortgaged,12.42%,3000,Other, 36 months,B
695932,Defaulted,38400,Not Verified,6 years,Own,17.27%,7875,car, 60 months,D
561186,Paid,75000,Verified,10+ years,Mortgaged,11.71%,35000,Debt consolidation, 60 months,B
582166,Paid,39600,Not Verified,5 years,Leased,11.71%,10000,Debt consolidation, 36 months,B
356822,Paid,43000,Verified from source,10+ years,Leased,7.51%,5600,Debt Consolidation, 36 months,A
375034,Defaulted,45000,Verified from source,7 years,Leased,7.51%,12300,Debt consolidation, 36 months,A
865255,Paid,65000,Verified from source,6 years,Own,10.65%,6000,Debt consolidation, 36 months,B
925281,Paid,45000,Verified from source,10+ years,Mortgaged,11.71%,14550,Credit card, 36 months,B
726553,Paid,122000,Verified,2 years,Leased,15.96%,25600,Debt consolidation, 36 months,C
938581,Paid,93000,Verified from source,1 year,Mortgaged,14.65%,22000,Debt consolidation, 60 months,C
685346,Defaulted,96000,Verified,10+ years,Mortgaged,15.96%,35000,Debt consolidation, 60 months,C
561068,Defaulted,45996,Verified from source,4 years,Mortgaged,14.27%,7000,Other, 60 months,C
144706,Paid,59000,Verified from source,5 years,Mortgaged,7.90%,9000,Debt consolidation, 36 months,A
136046,Paid,48000,Not Verified,10+ years,Leased,16.29%,8000,Debt Consolidation, 36 months,D
139743,Paid,48500,Verified,1 year,Mortgaged,14.27%,6500,Debt consolidation, 36 months,C
128023,Paid,36000,Verified from source,1 year,Leased,14.27%,4000,Debt consolidation, 36 months,C
548449,Paid,47000,Verified from source,10+ years,Mortgaged,19.91%,14000,Debt consolidation, 60 months,E
344314,Paid,33000,Verified from source,< 1 year,Leased,6.62%,7000,Debt consolidation, 36 months,A
113912,Paid,48000,Not Verified,6 years,Leased,15.96%,15000,Credit card, 36 months,C
283508,Paid,24000,Verified from source,< 1 year,Leased,6.62%,9925,Debt Consolidation, 36 months,A
225532,Defaulted,28000,Not Verified,< 1 year,Leased,17.27%,15850,Credit card, 60 months,D
187870,Paid,39456,Not Verified,10+ years,Own,6.62%,1325,Other, 36 months,A
844564,Defaulted,65000,Verified,3 years,Leased,12.42%,35000,Small business, 60 months,B
947020,Paid,30000,Verified from source,6 years,Leased,7.51%,6000,Credit card, 36 months,A
418274,Paid,135000,Verified,1 year,Mortgaged,15.96%,15000,Credit card, 36 months,C
810451,Defaulted,60000,Verified from source,10+ years,Rented,12.69%,35000,Small business, 60 months,B
820381,Paid,64000,Verified,< 1 year,Leased,15.27%,10000,Debt consolidation, 36 months,C
997677,Paid,35004,Verified from source,3 years,Own,7.90%,3000,Debt consolidation, 36 months,A
517611,Defaulted,34000,Verified from source,7 years,Mortgaged,19.03%,12000,Debt consolidation, 60 months,E
744505,Paid,55000,Not Verified,5 years,Leased,10.65%,6325,Debt consolidation, 36 months,B
452156,Paid,79992,Verified from source,10+ years,Mortgaged,6.03%,10000,Debt consolidation, 36 months,A
361115,Paid,65000,Not Verified,5 years,Rented,8.90%,12000,Marriage, 36 months,A
760398,Paid,12000,Not Verified,< 1 year,Rented,10.65%,4000,Other, 36 months,B
736608,Paid,97296,Verified from source,10+ years,Mortgaged,12.42%,6500,Debt consolidation, 36 months,B
940118,Default,58500,Verified,5 years,Leased,17.27%,29700,Small business, 60 months,D
585239,Paid,37620,Not Verified,5 years,Mortgaged,11.71%,4000,Debt consolidation, 36 months,B
